pmid,doid
27591387,162
27587300,-1
27577176,5093
27595645,-1
27600811,162
27595469,5093
27596716,-1
27597241,-1
27595401,3996
27591497,162
27578782,-1
27588825,-1
27601332,-1
27579268,60100
27590527,-1
27603149,-1
27577220,-1
27596002,-1
27597231,-1
27595105,3996
27581131,11934
27594846,-1
27585666,-1
27596965,-1
27586805,-1
27586126,-1
27586493,-1
27591651,-1
27580213,-1
27578485,11934
861,60100
27587832,-1
27594831,-1
27587040,-1
27581832,5093
27581344,-1
27587066,3996
27581010,5093
27593095,50615
27589384,-1
27597993,-1
27577964,-1
27599217,-1
27434411,-1
27577386,50686
27596567,5093
27596299,5093
27597806,-1
29596029,-1
24813888,-1
27582174,-1
27585700,162
27595031,-1
27584677,-1
58,3996
27589259,-1
27590202,-1
27599829,-1
20841479,-1
27603892,-1
27581737,3996
610,-1
27590717,-1
27581680,-1
27590469,-1
27582235,-1
27599492,3996
27587827,-1
27602538,162
27595097,60100
27597983,-1
27595462,-1
27599717,-1
27598137,-1
27580595,-1
27592224,-1
27585950,5093
27601866,5093
27583661,-1
27586180,-1
27595448,5093
27594559,-1
27588137,5093
27579145,-1
27584696,-1
27589861,-1
27587918,50686
27590581,-1
27603697,-1
27589485,3996
27576944,-1
27599891,-1
27583175,1115
27580778,-1
27601530,-1
27589398,3119
17803937,-1
27589590,-1
27404270,-1
24801015,-1
27596565,-1
27584669,162
27601166,3996
27588061,3119
27599356,-1
27590510,-1
27585371,-1
12637609,-1
27584954,-1
9635567,-1
27596947,-1
27603386,50615
27581438,5093
20601954,11934
27576330,-1
27589757,-1
27576854,-1
27600780,-1
27587507,50615
27588442,-1
27600712,-1
27594805,-1
27693535,-1
27583531,-1
27597240,-1
27584709,-1
27589268,-1
27581458,-1
27597726,-1
27588077,162
27588464,-1
27601077,5093
27582699,-1
27598151,-1
21525172,-1
27597149,-1
27582894,60100
17224927,-1
27595582,5093
27581829,-1
27592799,11934
27599495,-1
27598658,-1
27590016,-1
27593624,-1
27585911,-1
27586018,-1
27587656,162
27598508,3996
27594204,-1
27579834,-1
27594449,3996
27591450,-1
24366361,-1
27593255,5093
27595013,-1
27602749,-1
27582162,-1
27603597,3996
27586629,-1
27590497,-1
27586020,-1
27600442,3996
27598454,-1
27578239,3119
26555168,-1
27581826,162
27598408,3093
27577054,-1
27595745,-1
27595156,-1
24736073,5093
27594895,11934
27582985,-1
27589676,-1
16088935,-1
27580013,-1
27585776,-1
27600025,-1
27589792,3996
27594953,-1
27580659,-1
27602495,3996
27589797,-1
27597127,-1
27599060,162
19389879,-1
27580881,-1
27593799,-1
27577574,5093
27596108,-1
631,-1
27582584,-1
27577557,-1
27578786,-1
27586460,50615
27599122,-1
25590338,-1
27593273,-1
27588721,5093
27584966,-1
27593584,-1
27587098,5093
27577612,-1
27587532,-1
27583134,-1
27592366,162
27583012,-1
27580343,-1
27576363,162
27603922,-1
27603328,-1
27590899,-1
27588952,-1
27576723,-1
29320312,-1
27602733,-1
27598597,-1
27586119,-1
27595591,-1
27579186,-1
27587268,-1
27582784,-1
27586758,-1
27586355,-1
27599359,-1
27603185,-1
27602949,-1
27579732,50615
27577507,-1
27582753,-1
20736812,-1
27593348,-1
27578875,-1
27591153,162
27599692,-1
27604070,-1
27583861,-1
27590984,-1
27592679,162
27589498,-1
27598708,-1
27587964,-1
27581395,-1
27603199,-1
27591792,-1
27587418,11934
27591283,-1
27577011,-1
27576749,3996
27593501,-1
27590593,-1
27602950,-1
27591394,-1
27576370,-1
27428671,-1
27596056,-1
27583407,-1
27585807,-1
27585366,162
15486187,11934
27597893,-1
27582277,-1
27598607,-1
27603720,-1
25982012,50686
27585684,-1
21386926,-1
27601272,-1
27600521,5093
27581139,-1
27594787,50615
19536888,5093
27597312,-1
27579257,-1
27583934,50686
27578793,-1
27590032,-1
27596044,-1
27595888,-1
27593921,-1
27598957,50686
10224221,5093
27591390,-1
17409929,-1
27579536,-1
27582136,-1
27580730,-1
27597911,3996
27590187,-1
27603558,-1
27579333,-1
27580152,-1
27585489,-1
27598883,-1
11504908,-1
27592824,-1
26921265,-1
27593592,-1
27586366,60100
27590962,-1
11861307,5093
27594884,-1
27586462,-1
27589688,-1
27583646,-1
27589089,-1
27581967,-1
27578181,-1
27594273,-1
27586089,-1
27599592,-1
27602922,1909
20655465,-1
27583551,-1
24666267,-1
27577708,-1
27603195,-1
27591458,-1
27595090,-1
27585266,-1
27591435,-1
27578867,-1
27600429,-1
27584939,5093
27587496,-1
27578035,60100
18445659,-1
27579166,-1
27592054,-1
27602318,3996
26951079,-1
27597811,-1
27600074,-1
27579151,-1
27601870,-1
27584818,-1
27581252,-1
27580987,-1
26565381,-1
27602769,-1
27581303,-1
27602546,-1
27593608,-1
27593992,-1
27581012,-1
27585473,-1
27581582,-1
26309414,-1
27599927,-1
27580812,-1
27579461,-1
27586857,-1
27286459,-1
27583195,50615
27586092,-1
27579493,-1
27586427,-1
26666244,-1
